review,overall rating
"Great ambiance and a great experience. 
Service was excellent.",4
The waiter was great and good explainer and the food was delicious,4
"I recently had the pleasure of dining at BlueBlood Steakhouse with my parents, and it was an unforgettable experience from start to finish.

The ambiance was warm and inviting, creating the perfect setting for a special family dinner. From the moment we walked in, the staff was incredibly welcoming and attentive, making us feel right at home.

We started our evening with a bottle of their exquisite wine selection, expertly recommended by our server. It perfectly complemented the meal that followed. The sommelier's knowledge and passion for wine truly shone through.

Now, onto the main event - the steaks. Each bite was a culinary delight, perfectly cooked to our individual preferences. The quality of the meat was outstanding, and the flavors were simply divine. The attention to detail in every aspect of the dish was evident, showcasing the chef's skill and dedication.

To top it all off, the side dishes were equally impressive. The roasted vegetables and mashed potatoes were the ideal accompaniments, enhancing the overall dining experience.

We ended our evening with a delectable dessert that left us all with satisfied smiles.

Overall, BlueBlood Steakhouse exceeded our expectations in every way. It's not just a meal; it's an experience. I highly recommend this establishment to anyone seeking a memorable dining experience. We'll definitely be returning for more exceptional evenings in the future!",4
"We had a wonderful time. Food and service was fantastic and after telling our server, Gio that we were out for an anniversary he made sure to make it extra special.",4
"It was an experience. From the host greeting to the service which was perfectly attentive. The food was focused on ingredient quality and portions were sufficient to be full. The wine list is spectacular, I’m always a fan of an establishment that has laurent Perrier rose by the glass.",4
"Go for the ambiance, not the food. Definitely on the pricy side but amazing in the evening when there is symphony in the garden.",2
Went to the steakhouse with my beautiful fiancé and she had a fantastic time. Thanks!,4
"It was a wonderful experience
Service was top notch, the sun was blaring into our eyes through the windows which made some our party too hot. The restaurant was really busy. It needed to be a better temperature in the dining room.
The food was excellent , the cocktails were fantastic
The atmosphere was amazing with the symphony playing live outside. Overall it was an excellent experience and was a memorable milestone dinner",4
Food was delicious! Very friendly staff! Clean environment! We very much appreciated the staff describing and explaining the process behind each meal and drink. And what a surprise when they prepared a card for our friend we were celebrating. A beautiful and memorable experience!!,4
Always beautiful and delicious. Just too many bees outdoor 🤷‍♀️,4
"Very nice place and staff, they surprised us with birthday gifts. Thanks a lot for amazing evening!",4
As per usual.  I brought my date for a lovely dinner date and it didn't disappoint. Once again everything was fabulous from the food to the experience. Thank you blue bloods once again for a wonderful evening .,4
Excellent steak and great service! The dry-aged steak is perfection.,4
Waitress was amazing!!!! Food was excellent we were celebrating our anniversary,4
"Food was amazing! Unique appetizers, Ceasar salad made from scratch tableside, excellent selection of steaks from around the world, many non beef options as well, finished with tasty desserts. All served by engaging, professional staff. Looking forward to returning!",4
"We had an amazing experience dinning in the outdoor dome. Food was incredible, our server Tiffany went above and beyond and the whole night was just so unique and amazing! Will definitely be back :)",4
"The food, service, service and atmosphere was fantastic.  The steak was too rare for my daughter.   The manager came around and asked why she’s not eating her steak?  Told her it’s too rare and told her we are celebrating her birthday.  She took the steak back to cook it a bit more and gave us 2 desserts to celebrate her birthday.  Really appreciated the amazing service!",4
Best restaurant I've ever gone to in Toronto! Would highly recommend if you want the most memorable night on the town ever.,4
Food is quite good but one if the guess was not happy because her steak was medium-rare than medium.,4
"Wonderful,  the place beautiful, the food delicious, the best apple pie",4
Great experience awesome service and a perfect steak dinner. Very nice staff and the interior and exterior of the restaurant looked amazing. Would recommend for anyone that’s on a date or special occasion.,4
"There are many choices on the menu and so far everything has been excellent.  We enjoyed the foie, chilled jumbo prawns, wagyu steaks and sea scallops.  All were perfectly prepared and presented.  We're still trying to figure out how they managed a perfect sear on the foie without it falling apart or melting!

Our Somm found us a wine that perfectly suited our tastes and paired perfectly with dinner.",4
"It’s a great experience. My girlfriend and I came here to celebrate our anniversary. The ambiance is very welcoming and charming. Amazing food and service. Our server Dax, was extremely knowledgeable and made great recommendations. Big shout out to Dax for making our night fabulous!",4
"Myself and 3 friends enjoyed a special evening at Blueblood before Sole in the City. It was an amazing experience, excellent service and good food.  We enjoyed the Seared jumbo scallops Nero risotto, seafood mountain and the Caprese salad.  Followed by delicious banana crepes prepared at our table.",4
"Ambience and a view like no other ...swanky and upscale. But that's where the oooh and ahhh ends!
Our server was upbeat but not super attune to our needs. It was our first time there - and celebrating my husband's 51st birthday - tell us your specials, your expertise - find out what your guests love .....we didn't even get offered fresh pepper for the steak or mashed potatoes. Disappointing. Bread appeared with the main meal ....unlike for the other guest tables around us. 
We drank wine, enjoyed the concert happening downstairs which was a treat - but overall we weren't wowed. My husband didn't enjoy his steak - but no one bothered to care or even ask - should have been apparent when he only ate a bite or two and wrapped the rest for our dog at home!
Will not be back.",2
"It’s not often that I take time to write a review for dinner but I’m the case of our dinner and BlueBlood I think it is more than well deserved!

The food was fantastic and we loved the dining room!

All of the staff we met were great - especially Gabriella !
I am sure you must know the fabulous service she provides but please let her know we really appreciated it and she made our night very enjoyable!!

Best regards ,
Kate and Steve Bast.",4
"I've been to many restaurants and food experiences in Toronto, some much fancier, but this is my number one pick.
Food was AMAZING, and I'm a foodie and picky person saying this. I mean, how can you even cook steak like that? 🤯
Service was just excellent! It was probably the only time I received such customer service in Canada.
The experience after the meal was so much joy and fun and made the night even better.

We had a fantastic night; thank you, BlueBlood!",4
"Nicholas was AMAZING! 
Great service throughout the night, with great communication.",4
The food is absolytely amazing and the service is second to none. Everytime we go our servers are phenomenal.,4
"The server Su was amazing, she made our dinner very special. Thank you",4
"Great service, excellent food, and a stunning place to dine 🥰",4
"During a recent visit to see our daughter who is in graduate school in Toronto, we enjoyed a special anniversary dinner after touring Casa Loma together.  When making my reservation, I requested seating at a booth in the Oak Room and they were able to accommodate the request that evening.  The ambiance, attentive service and delicious food combined to make a very memorable experience, not to mention the surprise gift of a BlueBlood wine cork to commemorate our anniversary.",4
Excellent service and great food. Loved the view and would strongly recommend,4
We had a great evening.awsome food (fish burger stake seafood )Wine selcetion was alao very good.Service great.It was worth all the money we spent therw.Thanks.,4
Excellent but too large portions   Caesar salad perfect   Would suggest ling dinner with a walk to the terrace to break thinks up   Everything was perfect,4
"Loved the place, 100% i will go back. Food amazing",4
"7.5/10 experience. 

Place: Pretty castle but can’t explore much. No A/C in dining area, runs real warm. Door open and flies come in, gross. 

Food: Pricy but only ok tasting. Not worth it. But the wagyu tasting with different salts was a cool experience for sure, Japanese wagyu cannot be beat. 

Service: Bare minimum. Maybe he had a bad day. But overall the vibe was depressing. Waste of beautiful space. Greeted hbd at the end of the service, but wasn’t introduced at the beginning of service and no birthday dessert was given either (despite reservations confirming they would). We received a small cork cap and handwritten letter as a gift. Nice touch, but weird given the birthday was never mentioned to the server. So they knew the whole time but only acknowledged at the end. Weird. 

Overall: Nice to go there one time, but never again. You’d expect better experience in a place like this, but prepare yourself for disappointment.",2
"Went here for an anniversary dinner, food was great but the real show stopper of our night was our waitress, I cannot remember her name off the top of my head, but she had dark hair, fair skin and was serving us on the lower part patio, she was attentive very kinda and knew it was our anniversary and was going out of our way to make it a special night. Definitely one of the best waiters I’ve ever had. My only gripe that night was that there was a wedding going on next door that was kind of loud which ruined the ambience somewhat.",4
Service was okay but not wow! Everything else perfect,3
Excellent food and service. Highly recommend. A+++,4
Great time. Great food and great service. Beautiful patio as well.,4
"Our server Terrence was so knowledgeable, helpful, and good-natured. He made our celebration special.",4
Loud setting inside Blue Blood due to seating layout. If you want a more quiet atmosphere sit outside on patio or in a dome. The domes are heated. Service was 5 star. The servers checked in to top up drnks check food satisfaction etc. The on staff Sommelier is fantastic.,3
"First time in Toronto and my 30th birthday. The ambiance is absolutely amazing, the castle setting is beautiful. The inside was just as elegant. We had the Waygu tasting which was phenomenal and then the Canadian filet which wasn’t as great (over cooked). For sides we did the Truffle Au Gratin which I could eat for every meal, corn nut creamed corn (superb), and the lobster Mac. For dessert we had the Baked Alaska which I’ve never had so was fun to experience the production of it. Overall the service was good. I would say a bit overpriced (especially cocktails) but would come back again!",4
"Great service, ambiance and food.Cdn rib eye was not as tender as expected",4
"We went there for the first time on a date night. Our server was friendly and professional and the sommelier was very knowledgeable. The food was pretty good. Our steak was perfectly medium rare and the asparagus was delicious. The ambience was the best part, dining in a castle was definitely a great experience.",4
Service was very poor- was not able to get server to bring our bill toward end of night and we're frequently interrupted in our conversation.,3
"We wanted to choose a special restaurant to celebrate our 25th wedding anniversary and we can confidently say it was an outstanding experience from start to finish (I also have to mention that our server, Gabriella was amazing). Everything about this restaurant exceeded our expectations, making it a truly memorable visit.",4
"This was overall THE WORST dining experience I’ve ever had the displeasure to endure. I don’t understand how the service can be this lackluster with such an expensive bill.

We ordered the beef tartare - 39$ - hilariously small portion, too many spices. Plating was interesting, it was served in a bone.

Wagyu filet tasting - 270$ - A plate with three small wagyu steaks on it. From right to left: australian, japanese, american.

The american fillet tasted very generic and honestly had no business being called wagyu. The australian fillet was decent and the japanese was pretty good. However, they weren’t cooked properly, the crust was only on one side of the steak.
No garnish or sauces, no spices. Plating was hilariously bad. I would’ve been able to do a better job at plating the extremely expensive meat. They literally just slapped the 3 fillets on the plate and called it a day.

On to the service. We are smokers so we left our seats a couple times to go for a smoke. The server brought our appetizer while we weren’t sat at the table so we got no explanation for the dish. There was no explanation for the dishes, no description. At this price point I expect the server to bring the dish and explain it to me in detail. The wine menu is literally a tablet. I have never seen something this tasteless. I’m literally in a castle and the menu is a tablet.
At one point my water glass was empty for more than 20 minutes. 
Wine bottle was not at the table, it was instead decanted in a pitcher that a server periodically brought out to refill our glasses.
We are italians on vacation and this service would absolutely not fly in Italy, especially at this price.",0
"Enjoyed an amazing dinner out on the terrace. Great food, great service, great views!",4
"service was outstanding. 
food continues to shine
always magical to have that level of excellance and in a castle no less!!",4
I had a fantastic dinner experience on the terrace.. I highly recommend the table side Caesar salad the show itself is fun to watch. The cocktails are just delicious and go down way to fast. The service is outstanding providing a table side stand for your purse and a blanket for the chilly evening. Perfect Date Night !!!,4
Great service and great experience. Food was delicious and would recommend 10/10,4
"Excited to try this restaurant, always heard great things. The food was amazing, service was great and a beautiful place to enjoy dinner.",4
"Service is very nice. Everyone is very kind, specially waiter Gabby and a Filipino lady performing salad making.",4
Food looked amazing but tasted only ok. Service was great though. For my husband’s birthday they gave us a small chocolate and berry dessert  (which was perfect) and a Bluebloods wine topper.,2
"Overall a great place for fine dining! The only thing I’ll say is that my bf and I aren’t big alcohol drinkers so we weren’t told that the dessert had rum in it 😂 in the middle of it, there was chocolate ice cream and raspberry sorbet which was good! So just a heads up for anyone who isn’t a fan of rum! 

The medium rare steak we had was pretty good too! What’s interesting is that they give u three types of salts to try with your steak. Very neat! Service was great too. The waiters are very attentive. You’ll be happy you made the choice to go here :)",3
"This was a terrible experience. First of all it was overly crowded which does not match to the stake house class I expected. The ventilation is poor to a point that we all sweated. We were seated close to a window and the sun really came down on me and baked me very uncomfortably. Not to mention the wagyu tasting package we ordered was a joke, we felt they were freezed somehow, really not worth the price.",0
"Great as always. 4th time here and the service is always great, along with the food. Prices as like everywhere else has been increased and the chimichurri sauce wasn't up to par this time around. Nonetheless, it's definitely one of my go to steak spots for a nice celebration meal besides Jacobs especially given the ambiance of Casaloma.",3
We celebrated our 50th wedding anniversary at Blue Blood and enjoyed the experience immensely. The food was beautifully presented with a high degree of attention. The service was excellent - very attentive. The executive chef Sean Blomeley is to be commended for the menu.,4
"It’s not the same food as it used to be, quality has gone down.
Service also used to be much better. Few dishes were forgotten about and but brought out and we were never compensated for it in a form of free dessert etc to make the customer happy.
The only thing holding it in place is the fact that it’s in casa loma and the view is breathtaking, that is all",1
"We had an incredible experience at this restaurant. The ravioli appetizer was truly exceptional, setting the tone for a delightful meal. The steaks exceeded all expectations and can easily be considered the finest in the city. The coconut dessert was a perfect ending to our dining experience. Not only does the place boast a stunning interior, but the terrace also offers an astonishing view that truly enhances the atmosphere.",4
"Lovely venue. I enjoyed my scallops. The steak eaters at the table thought it could've been seasoned better. The lobster mac was too hard, but such is life.",4
"The wait staff, especially Stewart, was phenomenal!  Made the whole experience better!",3
Enjoyed the Caesar salad made table side - ambiance was excellent- good food and service - expensive.,4
Family dinner celebrating a birthday.  Loved the dry-aged striploin steak!  Sea Bass was excellent and was a big portion. Baked Alaska dessert is totally worth it.,4
"Spectacular!!
A must visit on your bucket list of great restaurants 
We will be back 🍷",4
"Perfectly cooked steaks, delicious sauces (could  be slightly more flavourful to compliment tenderloin), excellent service lovely quiet pod... most enjoyable experience.",4
"Nice ambience and service but the food was awful for the price charged, both the Tatar and the chicken. So I didn't enjoy the food. Also there were many options for wine bottles but only for one for wine per glass.",2
"Sadly, food is just not very good, espcially the steaks. Extremely disappointing waste of money. Drinks are great though! Go for the (patio) view and the drinks.",1
The ambiance was great but food wasn’t so good. Steaks were overcooked and lacked flavour. The server was good but the food could have been better.,2
"This was another great meal.  The service was very nice, attentive but not intrusive. The servers were all very polite and knowledgeable.",4
"It was a nice restaurant, food was good, restaurant setting was nice. Didn’t like the bread but The wagyu was great.",3
We had an older person in our party and the walk to go to the bathroom was very difficult. Down a long staircase. He asked and was told that that was the only place. Very upsetting.,3
"Sommelier was excellent. Bartender’s martini preparation was also excellent. Wait staff was friendly and helpful. The only “bump was coffee and dessert were ordered together, but arrived separately and only after coffee was ordered a second time. 
Food: no baked potato was available with our steak, and only 2 wee anchovies put in Caesar salad for 2 ~ only a problem if you like anchovies and asked for them. Otherwise, excellent. Ambiance is fabulous.",3
"We made a reservation for dinner in the pod /dome and it was the best decision. Gabriella was phenomenal with her service, the food was exceptional. I highly recommend.",4
Outstanding service and beautiful place! Food just excellent.,4
"What an unforgettable evening.  We were celebrating a 65th birthday for a princess so the setting was very appropriate.  The food, service and ambiance were amazing.  Jesse our server went above and beyond to ensure we had a great night.  
I highly recommend Blue Bloods.",4
Food and service with Connor all excellent. Brilliant venue,4
The service is extraordinary and the ambiance is classy and elegant.,4
Had a perfect birthday dinner. I will definitely be back ❤️,4
Perfect romantic atmosphere with a feeling in palace,4
"Personal preference - not nearly what I expected... a shame considering the venue, Don Alfonso should occupy this space instead...",1
"Took my young daughter’s to dinner in the castle and they were treated like princesses. We split the porterhouse from Alberta and it was one of the best steaks I have ever had. Foie Gras was amazing. Octopus was delicious. Highly recommend the lobster Mac n’ Cheese.

Truly an experience we will remember forever.",4
"The food was very underwhelming. The steaks were tough and not the quality we were expecting for the $80-120 price. The steak knives were so dull that it made it even harder to cut the tough steak. It was so tough to chew, was not cooked evenly, with spots of blue-medium rare-medium well at different points of the steak. That was consistent with 3 steaks we had as part of our group.

The salad was underwhelming and nothing special AT ALL. It could easily be prepared at home. The tuna tartare was alright but the avocados were brown.

Service was slow and inattentive for a high-end restaurant. There were many teens as servers and the service was super slow, waited 30-40 minutes to place our order after we were seated and couldn’t even flag down our server. He was extremely nice, however, slow and personally it felt very inattentive. I’d much rather spend the same amount of money (which was a pretty hefty bill) at Morton’s steakhouse or anywhere else.

The interior is very underwhelming as well. The noise is pretty loud and it’s a bunch of servers and teens that are running around, seemingly very disorganized and chaotic. There’s banging and rustling of salad carts constantly and a bunch of casa loma workers just running in and out (apart of casa loma in itself), not actual Blueblood employees that disrupts the ambience and flow of the restaurant.

I was personally very excited to dine in Casa Loma but I was extremely disappointed at the food, service and ambience of the restaurant.",1
"Tolles Ambiente, gutes Essen, große Portionen, perfekter Service, herrliche Cocktails
Caesar salad for 2 live angerichtet und köstlich",4
It was a perfect night from start to finish! The patio is stunning and the service is impeccable.,4
very unprofessional staff. only friendly just to get a tip.,0
"It was a beautiful location and the servers were very friendly. All the food was fantastic. It was expensive, but that was to be expected. Although the service was friendly it was very slow.",3
"Great service and delicious food.  Our Server was amazing. Will definitely come back.  By the way, I left my receipt on the table is there a way that I can get a copy of that receipt.  Thank you in advance",4
"Our serve Jesse was the best, food was absolutely delicious we had a great evening",4
It was everything I thought it would be! Beautiful atmosphere with the Symphony playing in the background. Spectacular food and even more spectacular service!,4
We loved the food service and concert. I cannot recommend this experience highly enough.,4
"The break up of a main main dish into extra purchase for sides is beyond absurd (it’s called price gouging- it’s not doing things differently) 

Learn to stop feeding the inflation problem and learn to be human. 

I would never eat here again based on the exploitive nature of the menu and continual diversion of class (yeah blame ignorance) . Just because I can afford it doesn’t make it ok. Shameful honestly. 

More shameful that they turned a historic building into a restaurant. My shame is having spent money here. I apologize",2
Had dinner in the private pods and really enjoyed the ambience. Great food and service. Waitress was very helpful with recommendations and attentive. Food portions were perfect. Would highly recommend!,4
Wonderful experience with my twin daughters. Had dinner to celebrate an engagement. Amazing service and the food was indescribably amazing.,4
"Standing service, food quality, ambience.Best steak and service in the city. Seafood tower was abundant, fresh, table side caesar was made to perfection. And olive-fed steak melt in your mouth. Service extraordinaire. Never disappoints.:",3
Great Experience. My Husband took me there for My birthday. It was so special.,4
Very good but pricey - great view of the city from the terrace,3
Great food and fantastic service will be returning,4
BlueBlood Steakhouse is what I imagine a restaurant in heaven would be like,4
I went to BlueBlood Steakhouse again just 3 weeks after my first visit because I just couldn’t resist it! I requested the server Alex (from Hungary) because he made our first visit so wonderful! I tried the Caesar salad that’s made table side and it was the best I’ve ever had!! For the main course I stuck with the bone in rib-eye because it’s just too good! Sweet potato fries are a must as well! There are so many other menu items I’m looking forward to trying !! I want all the desserts ☺️. This time we were in the bar room and it is just gorgeous! This has to be the most beautiful restaurant in Toronto! 12/10!,4
Amazing food and great views! Sit outside if you can it is gorgeous,4
Fantastic dining experience. Excellent service and food.,4
"Took the tour of Casa Loma., booked on open table half hour before our seating. The outdoor dining was the best seat in the house. It was sunny and clear, perfect view of the CN tower. We had the Caesar salad for 2 table side., a bit of a show. the seafood and a Chardonnay.Perfect. But be ready to spend a bit more. Overall the experience was phenomenal.",4
Wonderful food and service. Only initial problem on the terrace was considerable noise from the wedding adjacent to the terrace.,4
"It was my first time dining at BlueBlood and I can say it was an amazing experience everything was perfect the food the staff , thank you for making our evening great",4
Waiter suggested an alternative item that incorporated all the items I couldn’t make my mind up on.,4
"Poor service
Sub Par Food
Nothing special
Exorbitant Prices
Staff looked tired and frustrated
Did I say food was really sub Par?",0
"Wonderful service, great menu/food, beautiful dining room, everything was just perfect.",4
"We attended to see the Symphony and started with dinner. The service and food were excellent the only thing is it was very warm in the restaurant. I found it hard to concentrate at the end of the meal on anything other than how warm I was. 

Other than that I would not have changed a thing and I will return",4
We had a wonderful dinner for our anniversary.  Modern steakhouse menu at a classic steakhouse setting.,4
"This was the most pleasant dining experience I’ve had in a while. The service was fantastic and the food amazing! I’m now recommending this place to all my friends who are looking for a nice dining experience when celebrating. 
It is pricey and not something I would be able to do all the time, but I’m planning to go again. 
Kudos for the staff. Service was the best I’ve seen so far in Toronto.",4
"It was very nice, definitely next level. It’s very pricey but the food quality is excellent and the service is outstanding. They clean your table in between each course and bring you new flatware and cloth napkins.  It was raining when we left so somebody walked us to our car with an umbrella. The restaurant is in a castle and you’re definitely treated like royalty. The food was delicious as well as the cocktails (not watered down). I ordered the ravioli appetizer and it was so good! The gratin is such a delicious side dish and i recommend trying it. I got the waygu filet mignon with the mushroom sauce and it was also great.",4
"Steaks under cooked. Did not want to send the back wall or sides, then became cold. Server disappeared for long periods of time could not find him. Lobster was undercooked as well.",2
Absolutely superb dining experience. Moza was a wonderful waiter and made the experience magnificent!,4
"Steaks were not flavourful or cooked as we requested. When sent back my steak came soaked in so much jus the plate looked like soup. Their Japanese wagu cuts look and taste like a piece of a striploin steak.

Staff come to the table much too often. Every few minutes interrupting to ask if everything was fine. It prevented any relaxation.

Staff cleared plates before we finished, or even asked if my wife was done while still eating, go figure. They left food bits on the table. Spilled on the table and didn’t clean but chose to cover it with my plate. Any item brought to the table was left at the edge instead of placing it in front of us. Why bring me my espresso at leave it at the other end of the table.
E

I might be nitpicking but all these little things added up on top of a $125 steak that wasn’t cooked properly, twice, as requested and didn’t taste like anything special. The Keg would have been better and much cheaper.
Harbor60 is in the same price range and solid 100% of the time. Barbarians is a good alternative but not the same ambiance.   Dessert  was lack lustre and also not made as requested.",1
Gabby and Omar were wondering!,4
"This was a 10/10 steak house experience. The service was top tier, the food was remarkable, the ambience and visual ties it all to complete a perfect experience.",4
"The gravlax was outstanding. The Caesar salad was superb  We made the mistake of ordering too vegetables.  The main courses were lovely.  But no room for dessert.
sommelier was great and the wine choice was delicious     Yes it was a little too noisy. Maybe next time we will sit in one of the side rooms or even outside   The main dining room as you would say, was very lively  ￼",4
Met all our expectations for a special dining experience. The castle provided a wonderful setting and our waiter ( Gio) was most helpful and attentive. Don't miss the Caesar salad!,4
"Honestly they would have gotten a 5 star all around from food was great service was as well only thing was the guy up charged us on our bill, and due to the environment you don’t want to be the only guy arguing about the difference in size of a shot but that difference was 180$",4
Terrance was amazing an 11/10 - only issue was the dining room was too hot - need more a/c or ventilation. Otherwise a perfect evening. Thanks for the memorable experience.,4
The view was amazing as expected! Beautiful ambience. Tiffany our server and the bartender was absolutely fantastic and made perfect recommendations for everything we asked. Would highly recommend this experience to anyone looking for a beautiful evening in the city.,4
Great fancy dinner spot. There was great service but well on the pricey side,4
It was our 28 year anniversary and we have never been to Casa Loma before. I found the restaurant on Instagram and loved and atmosphere pro-trade in customers pictures. It did not disappoint. We began sitting at the bar and enjoying a cocktail. Then we sat down for dinner. The whole evening was wonderful. The food/drinks a little pricey if I have to comment on but still a very good night. I would definitely go again.,4
"Excelente atención
Muy buen sabor de cada uno de los platillos
Porciones grandes",4
Shawn is so nice! And the service was really great 🥰,4
"great food, great venue- a special treat for a special occassion.",3
"Omg! This was one of the best dining experiences I’ve ever had! The dining room is so beautiful, the food was amazing!! Best part though; the service!!! I highly recommend!!",4
The seafood tower was described as an appetizer - it's really a meal.  Was hard to eat a steak afterward.  Otherwise spectacular comfortable and upscale.,4
"Had a great dinner at BlueBlood for our anniversary and it was very enjoyable.  Service was very good, not exceptional, but when compared to other super high end restaurants, it disappointed slightly.  Also no air conditioning in the restaurant (it's an old castle so not surprising I guess) and we went on a very hot day, so the temperature was uncomfortably warm, especially when dressed for a nice dinner.  The food was very very good, but again not exceptional, especially considering the price.  Honestly, everything was very good but we've had better meals at other high end steak houses, for substantially less money.  The building and grounds are stunning and makes a stop at BlueBloods a necessary experience when in Toronto.",3
"We had a wonderful meal at BlueBloods Steakhouse. Steaks cooked to perfection, and our waiter was amazing!",4
"The ambience of Blue Blood Steakhouse was most stately and old world elegant.
Our waiter Sean was most attentive and very pleasant!
The  food was wonderful from our salads to dessert!
It was definitely a high light of our trip to Toronto!",4
"Best birthday experience- dinner and symphony.
Thank you for sealing me well.",4
"The food was phenomenal. The service was not. It felt like our server was ignoring us a lot, and other members of staff would walk by with looks of sympathy at our empty glasses and empty plates (waiting for the next course). And at the end we waited so long for our final check that we were late for the symphony which was apart of the VIP package we purchased for the steakhouse. But every other member of staff we encountered was gracious, pleasant, and welcoming.",3
"Very poor serving of the Seafood Tower.
80 dolars/ person should have more quantity of seafood per person. Nevertheless the quality was really great, but the amount of seafood is ridiculous for the price",2
"Great experience overall! The food was delicious, the service was exquisite and the view from the patio was beautiful. I would definitely recommend!",4
"Outstanding food. Particularly enjoyed seared fois gras, short rib ravioli with mushroom jus, truffle potatoe gratin, wagyu steak trio and scallops. Server Gio was attentive and professional. Not overbearing. Table-side Caesar server excellent as well.

They allowed to walk around and take pictures between courses. Wedding had some noise, but we didn’t mind.

Only “beef” is that the front young ladies (greeters? Reservations people ?) had a bit of attitude and not as friendly as I expected. They also took little interest in basic questions about Castle Loma. Seemed “snobby” for lack of better description. Took my umbrella on check in, and didn’t offer it back on exit. Fake smiles. Very much in contrast to Gio and other servers who were outstanding!

Easy Uber drop off/pick up location.",3
"Service was good and attentive. Our server was very sweet and tried her best. The cheese bread was nothing to write home about, the parsnip strips were very tasty. The Ceasars salad for 2 was made table side and was traditional and beautifully made. It was oddly the highlight of the meal. Just to be clear the steaks were.perfectly cooked , although I found mine a tad cold and the quality is as advertised.  And that is where the issue is. For over 100 bucks a steak it's just plainly overpriced. The dessert was forgettable and iced ice cream not palatable. They took care of the dessert which was appropriate and at the end you pay 400 bucks for a salad and a steak with the tips and taxes. I realize the the post Covid Era has priced a $50 steak 3 years ago now at $100+, it's just hard to justify , at least for me. Our meal at a 3 star Michelin restaurant in Paris last year was just about double the price. But the experience, the multiple courses, quality, price comparison was way more than double from blue bloods which is just a good steakhouse.  
I guess it's just difficult nowadays to put value in these extraordinary prices. Taking prices out of the equation, it's a good restaurant with good service and nice ambiance.",2
"We are repeat customers, the food is great and we love it here!",4
Such a lovely dining experience! We got there very late but they still accommodated us right before 11pm. John and Jessie were fantastic servers and everyone was lovely. Can’t wait to return to spend more time at this historic building,4
"The venue itself is beautiful and grand. The service at BlueBlood was great. Our server was kind and attentive. She was warm and welcoming, also wished us a Happy Anniversary right when we sat down. However, the food was a hit and miss. I had the Pink Drink cocktail and it was wonderful. The Waghu rib eye steak with the rock salts and cesar salad were good. However, the crab fritters were very disappointing and truffle potato gratin was just ok. The crab fritters were so doughy and there was barely any crab flavor. Th chumichurri sauce was underwhelming. We didn’t get wowed by the ambiance because we were seated in the small area by the entrance and tucked away in the corner. That’s too bad because the rest of the dining areas looked beautiful. I’d suggest making a note during your reservation to request seating in a specific area or asking to change tables if you’re seated in this room. At the end of the meal, we were gifted with a custom BlueBlood/Casa Loma wine bottle cork with a Happy Anniversary note. That was a nice gesture.",1
"Food was ok, what better other time.
We sat outside and were was a wedding going on, we got seated right next to it when there was so many other open spots so it was very load. Unfortunately we were allowed to look through the castle when all the other times we were allowed.",2
Everything was good other than the prices are much over rated than other same stars steakhouse in Toronto. To go and to be just inside a part of the Casa Loma I might recommend but other than that I won't.,2
"Absolutely amazing experience! Food was amazing, staff incredibly accommodating and nice and Alex was such a professional we felt very well taken care of!",4
Service was even better than the food and the food was amazing.  Enjoyed the sirloin but the lobster mac and cheese was decadent!  Had the Apple pie dessert and it was beautifully presented and tasted even better than it looked.  Our first visit to this incredible steakhouse but certainly not our last,4
Had a wonderful dinner for seven.  Originally booked outdoors but because of the summer fires we were moved indoors.   Very attentive service and great steak and appetizer and side dish recommendations done.  porterhouse and tomahawk and two different wagyu dishes were excellent.  Would highly recommend for steak in toronto and would return.  Great venue in Casa Loma.,4
"Food was fantastic, service and the attention to detail was excellent. Couldn't of picked a better restaurant for our anniversary dinner. Great Staff - Thank you!!",4
"Love love love. Our server was so sweet, our food was great. Casa Loma is lovely… blueblood decorate is lively!",4
"We booked a table in the Terrace. It was a lovely spot with a wonderful breeze. Food, wine and service was amazing.",4
"Excelente lugar!!!
Es el restaurante perfecto para una velada inolvidable",4
We had an excellent experience for our first visit to Blue Bloods. Our server was fantastic. Steak was perfect. Amongst the best atmosphere we have had for a steakhouse in Toronto. We found the value to be quite good and will return again.,4
"Everything was good , just was disappointed with my request with flowers that they havent put which was so wrong as a big restaurant. Othwr than that food was good.",3
"I met my love in this place 200 days ago, and it’s her birthday. it’s our celebration dinner and has special meaning to us, wonderful experience.",4
"I like this restaurant I was so happy there, everything is good and you make special night anniversary for me. Thanks a lot .I recommend this place ❤️‍🔥",4
serge was a terrific and knowledgable waiter but a very pleasant personality. Food was as always superb,4
"Foods are nice and friendly servers. 
Great environment for having meals.",4
"Delicious wagyu steak, appetisers. Extremely happy about overall experience.",4
"I put a note for champagne to start, but nothing was presented.
We were seated beside loud speakers, we couldn't here each other talk or the waitresses. We had to wait until the music stopped in order to talk.
Lowering the volume on those speakers were not an option. Otherwise food and service was perfect!",1
Was a good meal in a nice atmosphere..................,3
"Our server was very respectful gentleman and he did great job even he just  gave us short tour of the other room with summery of history. It was such a wonderful time for me and my daughters on her birthday dinner. Sorry I forgot the name of that gentleman.
Thank you Blue Blood steak house",4
"Attentive staff and great atmosphere; truffle potato gratin was delicious; disappointed with the crab fritters as it didn’t seem there was much, if any, crab - it was primarily breading",3
Amazing experience! I loved! Everything was perfect!,4
Great experience all good. Definitely recommend it,4
"Steak was excellent, truffle gratin and grilled mushrooms generously sauced.",1
